reserveNumber_test-----------------------------
1, 1, 0.026616106999426847, 0.026616106999426847
1, 5, 0.06321581500014872, 0.06321581500014872
1, 20, 0.21615548999943712, 0.21615548999943712
1, 50, 0.5265577319987642, 0.5265577319987642
1, 100, 1.039009669000734, 1.039009669000734
5, 1, 0.0485873019999417, 0.06285694100006367
5, 5, 0.21887662760018428, 0.2315469680015667
5, 20, 0.9148599192001712, 0.9448528910015739
5, 50, 2.2594811333998224, 2.293854730000021
5, 100, 4.676580394000121, 4.7236129230004735
20, 1, 0.10610192634976556, 0.17680940799982636
20, 5, 0.7279897860500568, 1.2923988590009685
20, 20, 3.644279617650136, 4.105657476000488
20, 50, 9.789867608150235, 10.201551931000722
20, 100, 18.896022719449956, 19.56962414500049
50, 1, 0.2457923865799603, 1.1276567790009722
50, 5, 1.5962538365399814, 2.779086663000271
50, 20, 7.133460495259969, 8.97997207499975
50, 50, 22.43488199771982, 25.140480435999052
50, 100, 44.700068910759875, 56.10637282599964
100, 1, 0.4160241285700795, 1.1351183269998728
100, 5, 2.8464073019999887, 4.783839912000985
100, 20, 16.534872592449975, 24.865831604998675
100, 50, 37.07459517674002, 68.07372364000003
100, 100, 70.75753437347004, 86.12286193099862
checkLogin_test-----------------------------
1, 1, 0.015476825999940047, 0.015476825999940047
1, 5, 0.04277159599951119, 0.04277159599951119
1, 20, 0.15967859400007, 0.15967859400007
1, 50, 0.38801050199981546, 0.38801050199981546
1, 100, 0.7116242790016258, 0.7116242790016258
5, 1, 0.04069074520084541, 0.04558274400005757
5, 5, 0.1614960766000877, 0.17932317799932207
5, 20, 0.6641954904003796, 0.679235740999502
5, 50, 1.693155420200128, 1.7590677610005514
5, 100, 3.3737047665996216, 3.3824231600010535
20, 1, 0.07081662025002515, 0.11241889799930505
20, 5, 0.4924782530498305, 0.5995027010012564
20, 20, 2.3901470525499464, 2.8025237990004825
20, 50, 6.0424675587498315, 6.462520560000485
20, 100, 13.392723269249927, 14.083270374001586
50, 1, 0.08222346233993448, 0.1710893870003929
50, 5, 1.4567346337799973, 3.2311300990004383
50, 20, 5.504832923919967, 8.871186768999905
50, 50, 14.478623881219937, 16.575623275999533
50, 100, 30.354383696879996, 33.79953561500042
100, 1, 0.07321297808999588, 0.17234199399899808
100, 5, 2.3167687316400225, 7.598583533999772
100, 20, 9.56368296869996, 13.379639053000574
100, 50, 26.182718541230024, 32.778115232000346
100, 100, 55.03223826478988, 67.56099465499938
availableNumber_test-----------------------------
1, 1, 0.009675524999693152, 0.009675524999693152
1, 5, 0.027901258999918355, 0.027901258999918355
1, 20, 0.11122085800161585, 0.11122085800161585
1, 50, 0.22741585400035547, 0.22741585400035547
1, 100, 0.43518905000019004, 0.43518905000019004
5, 1, 0.020823453000048175, 0.02929191300063394
5, 5, 0.11235956199961947, 0.12579824500062387
5, 20, 0.4459682304004673, 0.4650674220010842
5, 50, 1.1219748916002572, 1.1483664879997377
5, 100, 2.2110828326000047, 2.238530983999226
20, 1, 0.054953447249954476, 0.08147966599972278
20, 5, 0.4534465601501324, 1.1570768159999716
20, 20, 1.5182080329999734, 2.158319305999612
20, 50, 3.7728160385499905, 4.349886673000583
20, 100, 8.551408595649809, 9.730690741998842
50, 1, 0.05902749496002798, 0.09769441800017375
50, 5, 1.1466573306001373, 3.236101169999529
50, 20, 3.8444272941800954, 5.386994036000033
50, 50, 11.279267379300073, 13.60508796600152
50, 100, 21.815505256440083, 26.33222350000142
100, 1, 0.05846501459993306, 0.12529395800083876
100, 5, 1.9837109802699706, 3.5550266220016056
100, 20, 7.820782809409884, 10.692025923999608
100, 50, 17.14006969939006, 22.57458127099926
100, 100, 37.89298323506002, 49.261082307000834
